id,url,plant_id,latin_name,phytophthora root rot,determinate habit,plant habit,blossom end shape,calyx constriction,calyx margin,calyx shape,fasciculated,filament color,flowers per axil,fruit corkiness,fruit length,fruit neck constriction,fruit pods per node,fruit position,fruit shape,fruit weight,fruit width,immature fruit color,leaf pubescence,leaf texture,locule number,mature fruit color,node anthocyanin,pedicel position at anthesis,peduncle insertion,seed color,stem anthocyanin,stem color,stem number,stem pubescence,stigma exsertion,days to maturity,accession uniformity,fruit persistance,fruit set,pungency,plant height,plant width,anther color,corolla color,corolla spots,cotyledon color,peduncle length,wall thickness,meloidogyne hapla egg,meloidogyne hapla gall,degree of pungency,bacterial leaf spot,cucumber mosiac virus,tobacco etch virus,tobacco mosaic virus,verticillium wilt,verticillium wilt isolate (vdca59),verticillium wilt isolate (vdcf45),anthocyanin immature fruit,capsaicin content,dihydrocpasaicin content,total capsaicinoid content,percent dry weight,beet curly top virus,phytophthora,dwarfism,flower angle,curly top virus,flower habit,fruit color_phy,fruit diameter,fruit surface,immature color,spines,maturation,leaf surface,male sterility,mosaic virus complex,alfalfa mosaic virus,anthracnose,alpha-linoleic acid (18:3alph),arachidic acid (20:0),behenic acid (22:0),gamma-linoleic acid (18:3gam),linoleic acid (18:2),myristic acid (14:0),oleic acid (18:1),palmitic acid (16:0),palmitoleic acid (16:1),seed oil percentage,stearic acid (18:0),seed shape,seed surface,photoperiod,root knot nematode,southern blight,growth habit,bract length in millimeters,branching index,inflorescence density,terminal inflorescence,hundred seed weight,number of seeds per gram
1336585,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336585,PI 441649,Capsicum frutescens L.,,,,,,,1.0,,,,,2.0,,3.0,9.0,1.0,,1.0,,,,,5.0,,,,,,,,,,8.0,,,5.0,,68.0,74.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334321,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334321,PI 439385,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,5.0,5.0,,9.0,1.0,,1.0,1.0,0.0,3.0,,1.0,,,1.8,2.0,3.0,0.0,1.0,,5.0,1.0,7.0,3.0,1.0,1.0,1.0,9.0,3.0,5.0,,9.0,0.0,7.0,1.0,,,1.0,1.0,3.0,1.0,5.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334189,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334189,PI 439253,Capsicum annuum L.,6.0,,7.0,,,7.0,,,1.0,1.0,0.0,,,,9.0,,,,2.0,,1.0,,2.0,1.0,,,1.0,,1.0,,0.0,9.0,,,0.0,,1.0,,,3.0,1.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047212,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047212,PI 688674,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,5.0,1.0,,3.0,1.0,1.0,1.0,1.0,0.0,8.16,,1.0,1.0,1.0,7.8,1.78,3.0,0.0,1.0,3.0,5.0,,9.0,3.0,1.0,1.0,1.0,9.0,1.0,3.0,,9.0,1.0,5.0,1.0,,,1.0,1.0,2.0,1.0,4.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209241,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1209241,PI 281368,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103734,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1103734,PI 635838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438132,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1438132,PI 543196,Capsicum spp.,,,5.0,9.0,1.0,3.0,,,2.0,2.0,0.0,7.0,,,1.0,,,3.0,2.0,0.0,1.0,4.0,2.0,1.0,9.0,4.0,1.0,,1.0,9.0,0.0,7.0,,1.0,,7.0,1.0,,,3.0,2.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438119,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1438119,PI 543183,Capsicum spp.,,,9.0,1.0,,3.0,,,2.0,,0.0,,,,7.0,1.0,,,2.0,,1.0,2.0,2.0,1.0,7.0,1.0,1.0,,,5.0,3.0,9.0,,,1.0,,1.0,,,3.0,2.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266744,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1266744,PI 357428,Capsicum annuum L.,9.0,,5.0,1.0,,9.0,2.0,,1.0,1.0,,8.0,,1.0,9.0,1.0,,5.0,2.0,,1.0,,2.0,1.0,5.0,5.0,1.0,,1.0,5.0,0.0,,8.0,,0.0,5.0,1.0,55.0,50.0,3.0,1.0,,1.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572845,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572845,PI 640690,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252634,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1252634,PI 339020,Capsicum annuum L.,,,7.0,9.0,,5.0,2.0,,1.0,1.0,0.0,3.0,,1.0,9.0,6.0,,3.0,2.0,,1.0,,2.0,1.0,7.0,7.0,1.0,,1.0,1.0,0.0,5.0,1.0,,0.0,2.0,,60.0,55.0,3.0,1.0,,1.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209234,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1209234,PI 281351,Capsicum annuum L.,,,,,,,1.0,,,,,8.0,,1.0,1.0,1.0,,2.0,,,,,2.0,,,,,,,,,,1.0,,,4.0,,50.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572881,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572881,PI 645535,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533591,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1533591,PI 599425,Capsicum annuum L.,9.0,,7.0,7.0,,1.0,2.0,,1.0,1.0,0.0,4.0,,1.0,3.0,6.0,71.6,7.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,7.0,1.0,,1.0,1.0,0.0,5.0,5.0,9.0,1.0,7.0,,,,4.0,1.0,,1.0,2.0,0.6,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138589,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138589,PI 159277,Capsicum annuum L.,9.0,,9.0,1.0,,5.0,2.0,,1.0,1.0,0.0,10.0,,1.0,1.0,,,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,,,3.0,1.0,7.0,1.0,5.0,,5.0,1.0,,,3.0,1.0,,1.0,5.0,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906281,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1906281,PI 666399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334262,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334262,PI 439326,Capsicum annuum L.,6.0,,,1.0,,7.0,,,1.0,1.0,0.0,,,,1.0,1.0,,,2.0,,1.0,,2.0,1.0,5.0,1.0,1.0,,,7.0,7.0,9.0,,,,,1.0,,,3.0,1.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252670,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1252670,PI 339057,Capsicum annuum L.,9.0,,7.0,1.0,,7.0,1.0,,1.0,1.0,0.0,14.0,,1.0,1.0,1.0,,2.0,2.0,,1.0,3.0,2.0,1.0,,1.0,1.0,,1.0,3.0,0.0,,1.0,,0.0,6.0,1.0,50.0,50.0,3.0,1.0,,1.0,5.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533895,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1533895,PI 596054,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,9.0,1.0,1.0,3.0,1.0,,1.0,2.0,1.0,9.0,,2.0,1.0,1.0,12.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,,1.0,5.0,1.0,2.0,7.0,7.0,1.0,5.0,1.0,,,1.0,1.0,2.0,1.0,3.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334239,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334239,PI 439303,Capsicum annuum L.,1.0,,7.0,,,7.0,,,1.0,1.0,0.0,,,,1.0,,,,2.0,,1.0,,2.0,1.0,,3.0,1.0,,1.0,3.0,0.0,,,,0.0,,1.0,,,3.0,1.0,,1.0,5.0,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176492,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1176492,PI 215736,Capsicum chinense Jacq.,,,5.0,,1.0,3.0,1.0,,2.0,,0.0,9.0,,1.0,1.0,1.0,8.4,1.0,,9.0,,,2.0,,5.0,,1.0,,1.0,,,,1.0,5.0,,4.0,1.0,53.0,,3.0,2.0,,1.0,,,,,5.0,9.0,9.0,9.0,9.0,9.0,,,,163.97,123.09,287.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284041,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1284041,PI 379149,Capsicum annuum L.,9.0,,,,,,2.0,,,,,5.0,,,1.0,4.0,,3.0,,,,,2.0,,,,,,,,,,5.0,,,5.0,,45.0,30.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154953,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1154953,PI 178849,Capsicum annuum L.,5.0,,5.0,1.0,,5.0,2.0,,1.0,1.0,0.0,14.0,,1.0,1.0,4.0,,5.0,4.0,0.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,,1.0,1.0,0.0,5.0,5.0,9.0,,5.0,,60.0,32.0,3.0,1.0,,1.0,2.0,,7.0,7.0,5.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252662,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1252662,PI 339048,Capsicum annuum L.,9.0,,7.0,9.0,,5.0,1.0,,1.0,1.0,0.0,13.0,,1.0,1.0,1.0,,3.0,2.0,,1.0,,2.0,1.0,,9.0,1.0,,1.0,1.0,0.0,9.0,1.0,,0.0,5.0,,60.0,60.0,3.0,1.0,,1.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647009,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1647009,PI 659100,Capsicum annuum L.,,,,,,,,,,1.0,1.0,2.59,,,5.0,,180.1,2.45,,,,2.0,2.0,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573526,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573526,PI 660971,Capsicum baccatum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180636,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1180636,PI 224420,Capsicum annuum L.,6.0,,9.0,1.0,,5.0,,,1.0,1.0,0.0,,,1.0,1.0,1.0,,,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,9.0,7.0,9.0,5.0,,0.0,3.0,1.0,95.0,85.0,3.0,1.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155872,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1155872,PI 179871,Capsicum annuum L.,8.0,,9.0,3.0,,7.0,2.0,,1.0,1.0,0.0,9.0,,1.0,1.0,4.0,,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,,1.0,1.0,0.0,7.0,8.0,9.0,,3.0,1.0,90.0,45.0,3.0,1.0,,1.0,4.0,,8.0,8.0,1.0,9.0,9.0,9.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336506,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336506,PI 441570,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,7.0,1.0,,3.0,2.0,,1.0,1.0,0.0,8.0,,2.0,1.0,1.0,2.2,2.0,2.0,0.0,1.0,2.0,2.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,9.0,1.0,5.0,1.0,58.0,100.0,1.0,1.0,2.0,1.0,3.0,0.1,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161202,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1161202,PI 187315,Capsicum annuum L.,9.0,,5.0,,,,2.0,,1.0,1.0,0.0,7.0,,1.0,1.0,4.0,,5.0,,,1.0,,4.0,,,,1.0,,1.0,3.0,,9.0,5.0,,,4.0,1.0,42.0,42.0,3.0,1.0,,1.0,5.0,,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284005,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1284005,PI 379113,Capsicum annuum L.,7.0,,1.0,1.0,,,,,1.0,,0.0,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,1.0,9.0,0.0,,,,0.0,,1.0,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152897,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1152897,PI 176460,Capsicum annuum L.,8.0,,9.0,1.0,1.0,7.0,2.0,,1.0,1.0,0.0,8.0,,1.0,1.0,4.0,,6.0,2.0,0.0,3.0,2.0,2.0,1.0,5.0,5.0,1.0,,1.0,1.0,0.0,7.0,5.0,1.0,,3.0,1.0,45.0,25.0,3.0,1.0,,1.0,2.0,,7.0,8.0,5.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572827,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572827,PI 640678,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906383,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1906383,PI 666492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047827,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047827,Grif 9314,Capsicum frutescens L.,,,9.0,,,7.0,,,2.0,,0.0,,,,9.0,,,,3.0,,1.0,,2.0,,7.0,3.0,1.0,,1.0,7.0,3.0,9.0,,,0.0,,1.0,,,4.0,2.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143797,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1143797,PI 167062,Capsicum annuum L.,8.0,,5.0,9.0,,9.0,2.0,,1.0,1.0,0.0,8.0,,1.0,,6.0,,6.0,3.0,0.0,1.0,3.0,2.0,1.0,9.0,5.0,1.0,,,1.0,0.0,7.0,1.0,5.0,,4.0,1.0,70.0,,3.0,1.0,,1.0,3.0,,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205556,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1205556,PI 273644,Capsicum annuum L.,8.0,,7.0,,,7.0,1.0,,1.0,1.0,0.0,8.0,,1.0,1.0,1.0,,1.0,2.0,,1.0,,2.0,1.0,3.0,1.0,1.0,,1.0,5.0,3.0,9.0,5.0,,0.0,4.0,1.0,55.0,,3.0,1.0,,1.0,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134957,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1134957,PI 138566,Capsicum annuum L.,9.0,,,,,,1.0,,,,,5.0,,1.0,1.0,4.0,,3.0,,,,,2.0,,,,,,,,,,5.0,,,4.0,,35.0,,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198472,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1198472,PI 260592,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,,,,,1.0,,,,,8.0,,1.0,1.0,1.0,,2.0,,,,,2.0,,,,,,,,,,8.0,,,3.0,,40.0,45.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334345,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334345,PI 439409,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,5.0,,,7.0,2.0,,1.0,1.0,0.0,3.0,,,7.0,5.0,6.5,3.0,2.0,0.0,1.0,,2.0,1.0,7.0,5.0,1.0,,,9.0,0.0,3.0,,9.0,0.0,,1.0,,,1.0,1.0,2.0,1.0,5.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200757,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1200757,PI 266039,Capsicum annuum L.,9.0,,9.0,,,5.0,2.0,,1.0,1.0,0.0,4.0,,1.0,1.0,4.0,,3.0,2.0,,1.0,3.0,2.0,1.0,,,1.0,,1.0,3.0,0.0,,8.0,,0.0,4.0,1.0,80.0,,3.0,1.0,,,5.0,,,,5.0,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266736,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1266736,PI 357420,Capsicum annuum L.,9.0,,,,,,2.0,,,,,17.0,,1.0,1.0,1.0,,6.0,,,,,2.0,,,,,,,,,,1.0,,,5.0,,58.0,50.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336577,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336577,PI 441641,Capsicum annuum L.,2.0,1.0,,,,,1.0,,1.0,,,4.0,,1.0,9.0,4.0,,2.0,,0.0,1.0,,2.0,1.0,,,,,1.0,,1.0,7.0,1.0,7.0,,9.0,,25.0,36.0,3.0,1.0,,,3.0,,5.0,5.0,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284044,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1284044,PI 379152,Capsicum annuum L.,8.0,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,5.0,,,,,50.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252691,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1252691,PI 339078,Capsicum annuum L.,,,,,,,2.0,,,,,9.0,,1.0,,6.0,,5.0,,,,,2.0,,,,,,,,,,5.0,,,3.0,,60.0,50.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275750,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1275750,PI 368072,Capsicum annuum L.,8.0,,,,,,1.0,,,,,10.0,,1.0,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,8.0,,,9.0,,60.0,60.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135197,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1135197,PI 140367,Capsicum annuum L.,9.0,,,,,,1.0,,,,,5.0,,1.0,,1.0,,2.0,,,,,2.0,,,,,,,,,,1.0,,,6.0,,25.0,,,,,,,,5.0,5.0,5.0,9.0,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145269,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1145269,PI 169117,Capsicum annuum L.,9.0,,9.0,1.0,,9.0,1.0,,1.0,1.0,0.0,15.0,,1.0,1.0,1.0,,3.0,,0.0,3.0,,2.0,1.0,1.0,,1.0,,,3.0,0.0,7.0,5.0,3.0,,3.0,1.0,53.0,45.0,3.0,1.0,,1.0,3.0,,8.0,8.0,5.0,9.0,9.0,9.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188618,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1188618,PI 243936,Capsicum annuum L.,9.0,,7.0,,,5.0,1.0,,1.0,1.0,0.0,14.0,,1.0,1.0,1.0,,2.0,2.0,,1.0,,2.0,1.0,,1.0,1.0,,1.0,7.0,1.0,,8.0,,0.0,,1.0,36.0,,3.0,1.0,,,5.0,,,,5.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269766,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1269766,PI 360728,Capsicum chinense Jacq.,,,,,,,2.0,,,,,1.0,,2.0,9.0,3.0,,1.0,,,,,2.0,,,,,,,,,,9.0,,,5.0,,54.0,65.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572475,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572475,PI 640628,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515656,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1515656,PI 593625,Capsicum pubescens Ruiz & Pav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,
1572370,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572370,PI 645503,Capsicum annuum L.,9.0,,,,,,,,,,,2.94,,,,,1.3,1.01,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334389,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334389,PI 439453,Capsicum chinense Jacq.,,,5.0,9.0,1.0,7.0,,,2.0,,0.0,4.04,,,1.0,4.0,3.0,2.02,2.0,,1.0,4.0,4.0,,,5.0,1.0,,1.0,9.0,7.0,9.0,,,0.0,,1.0,,,4.0,2.0,,1.0,5.0,,,,,,,,,,,,,543.78,140.05,683.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334184,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334184,PI 439248,Capsicum annuum L.,9.0,,9.0,1.0,1.0,3.0,1.0,,1.0,1.0,3.0,14.0,,1.0,,1.0,90.0,1.5,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,9.0,7.0,5.0,0.0,5.0,1.0,,,3.0,1.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048269,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1048269,Grif 9377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906296,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1906296,PI 666413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334420,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334420,PI 439484,Capsicum chinense Jacq.,,,,,,,2.0,,,,,3.0,,3.0,1.0,2.0,9.7,4.0,,,,,5.0,,,,,,,,,,8.0,,,5.0,,65.0,80.0,,,,,,,7.0,7.0,9.0,,,,,,,,,182.66,37.81,220.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
