id,url,plant_id,latin_name,phytophthora root rot,plant habit,anther color,blossom end shape,calyx margin,corolla color,cotyledon color,filament color,flowers per axil,fruit corkiness,fruit position,fruit shape,immature fruit color,leaf texture,mature fruit color,node anthocyanin,peduncle insertion,peduncle length,seed color,stem color,stem number,stem pubescence,stigma exsertion,anthocyanin immature fruit,calyx shape,fasciculated,fruit length,fruit pods per node,fruit weight,fruit width,leaf pubescence,locule number,pedicel position at anthesis,days to maturity,accession uniformity,fruit persistance,fruit set,determinate habit,calyx constriction,fruit neck constriction,stem anthocyanin,pungency,plant height,plant width,wall thickness,degree of pungency,meloidogyne hapla egg,meloidogyne hapla gall,male sterility,verticillium wilt isolate (vdca59),verticillium wilt isolate (vdcf45),capsaicin content,dihydrocpasaicin content,total capsaicinoid content,corolla spots,flower angle,percent dry weight,beet curly top virus,alfalfa mosaic virus,dwarfism,bacterial leaf spot,cucumber mosiac virus,phytophthora,verticillium wilt
1046518,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046518,Grif 9084,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046526,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046526,Grif 9085,Capsicum annuum L.,8.0,9.0,3.0,1.0,7.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,,1.0,1.0,5.0,1.0,1.0,9.0,5.0,9.0,,,,,,,,,2.0,5.0,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046529,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046529,Grif 9086,Capsicum annuum L.,9.0,5.0,3.0,1.0,,1.0,1.0,1.0,1.0,0.0,,,,1.0,2.0,1.0,,5.0,1.0,1.0,,1.0,5.0,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046536,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046536,Grif 9087,Capsicum annuum L.,9.0,5.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,,,3.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,0.0,5.0,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046539,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046539,Grif 9088,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046545,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046545,Grif 9089,Capsicum annuum L.,9.0,7.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,,,,,,,,,,,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046548,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046548,Grif 9090,Capsicum annuum L.,9.0,5.0,3.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,5.0,1.0,,,,,,,,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046555,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046555,Grif 9091,Capsicum annuum L.,9.0,5.0,3.0,,9.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,2.0,1.0,3.0,5.0,1.0,1.0,,1.0,5.0,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046560,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046560,Grif 9092,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046567,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046567,Grif 9093,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046572,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046572,Grif 9094,Capsicum annuum L.,9.0,,3.0,9.0,5.0,1.0,,1.0,,0.0,1.0,6.0,4.0,3.0,2.0,1.0,,5.0,1.0,1.0,,3.0,5.0,,2.0,,6.0,,20.0,4.5,0.0,,,,9.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,
1046577,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046577,Grif 9095,Capsicum annuum L.,9.0,5.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,7.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046584,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046584,Grif 9096,Capsicum annuum L.,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046591,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046591,Grif 9097,Capsicum annuum L.,9.0,7.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,5.0,0.0,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046598,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046598,Grif 9098,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046602,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046602,Grif 9099,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046607,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046607,Grif 9100,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046613,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046613,Grif 9101,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046618,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046618,Grif 9102,Capsicum annuum L.,9.0,7.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,,1.0,1.0,3.0,0.0,5.0,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046624,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046624,Grif 9103,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046629,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046629,Grif 9104,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046634,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046634,Grif 9105,Capsicum annuum L.,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046639,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046639,Grif 9106,Capsicum annuum L.,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,
1046645,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046645,Grif 9107,Capsicum annuum L.,8.0,7.0,3.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,7.0,0.0,9.0,,,,,,,,,,5.0,,,0.0,,,,,,1.0,,,,,,,,5.0,3.0,7.1,1.7,8.8,,,,,,,,,,
1046648,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046648,Grif 9108,Capsicum annuum L.,9.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,9.0,9.0,,,,,,,,,,,1.0,,,0.0,,,,,,1.0,,,,,,,,5.0,3.0,256.6,121.5,378.1,,,,,,,,,,
1046657,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046657,Grif 9109,Capsicum annuum L.,2.0,9.0,3.0,1.0,5.0,1.0,1.0,1.0,,0.0,9.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,7.0,0.0,9.0,,,,,,,,,2.0,7.0,,,0.0,,,,,,1.0,,,,,,,,4.0,3.0,,,,,,,,,,,,,
1046661,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046661,PI 675463,Capsicum frutescens L.,,,3.0,7.0,5.0,2.0,,1.0,,0.0,1.0,5.0,1.0,3.0,1.0,1.0,,7.0,1.0,1.0,,3.0,5.0,,1.0,,7.5,,8.6,1.5,0.0,3.0,,,9.0,0.0,,,,,,1.0,,,,,,,,4.0,2.0,,,,,,,,,,,,,
1046669,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046669,Grif 9111,Capsicum chinense Jacq.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,,,
1046673,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046673,Grif 9112,Capsicum annuum L.,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,,,,,,,,,,,,
1046680,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046680,Grif 9113,Capsicum frutescens L.,,9.0,3.0,1.0,5.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,,5.0,,1.0,1.0,1.0,1.0,7.0,,,,4.0,,,1.0,1.0,3.0,9.0,,9.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046683,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046683,PI 653679,Capsicum frutescens L.,,9.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,9.0,1.0,2.0,5.0,2.0,,3.0,,1.0,1.0,1.0,0.0,7.0,,,,5.0,,,1.5,1.0,2.0,9.0,,9.0,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046691,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046691,Grif 9115,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,
1046695,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046695,Grif 9116,Capsicum frutescens L.,,5.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,9.0,1.0,2.0,3.0,2.0,,3.0,2.0,1.0,1.0,1.0,0.0,5.0,,,1.0,3.0,,,2.0,0.0,3.0,9.0,,9.0,,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046700,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046700,PI 653671,Capsicum chinense Jacq.,,9.0,3.0,7.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,3.0,5.0,,5.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,4.0,1.0,2.0,9.0,,9.0,,7.0,,1.0,,,1.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,
1046705,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046705,Grif 9118,Capsicum frutescens L.,,9.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,9.0,1.0,2.0,1.0,2.0,,3.0,4.0,1.0,1.0,1.0,0.0,9.0,,,,2.0,,,1.5,1.0,2.0,9.0,,9.0,,5.0,,,1.0,,1.0,,,,,,,,2.0,4.0,,,,,,,,,,,,,
1046712,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046712,Grif 9119,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,,,,,,,,,,
1046716,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046716,Grif 9120,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,
1046724,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046724,Grif 9121,Capsicum annuum L.,7.0,7.0,3.0,,5.0,1.0,1.0,1.0,1.0,0.0,1.0,,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,7.0,,9.0,,1.0,,6.0,,7.1,2.0,1.0,,,,7.0,0.0,,,,,,1.0,,,,,,,,3.0,4.0,89.8,52.8,142.6,,,,,,,,,,
1046727,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046727,Grif 9122,Capsicum annuum L.,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046736,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046736,PI 656270,Capsicum annuum L.,7.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,9.0,4.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,0.0,9.0,,,,5.0,,,4.0,0.0,4.0,9.0,,7.0,,3.0,1.0,,,,1.0,,,,,,,,4.0,5.0,,,,,,,,,,,,,
1046739,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046739,Grif 9124,Capsicum annuum L.,8.0,9.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,9.0,9.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,2.0,3.0,,,,,,,,,,,,,
1046745,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046745,Grif 9125,Capsicum frutescens L.,,9.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,9.0,1.0,2.0,3.0,2.0,,3.0,3.0,1.0,1.0,1.0,0.0,7.0,,,1.0,2.0,,,1.5,0.0,3.0,9.0,,9.0,,9.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046750,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046750,Grif 9126,Capsicum frutescens L.,,9.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,9.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,9.0,,,,2.5,,,1.5,1.0,2.0,9.0,,7.0,,9.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046757,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046757,Grif 9127,Capsicum spp.,,9.0,4.0,1.0,5.0,2.0,1.0,1.0,2.0,0.0,9.0,1.0,2.0,3.0,2.0,,3.0,3.0,1.0,1.0,1.0,3.0,9.0,,,,3.0,,,3.0,3.0,2.0,9.0,,7.0,,9.0,,,1.0,,1.0,,,,,,,,2.0,5.0,,,,,,,,,,,,,
1046761,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046761,Grif 9128,Capsicum annuum L.,,9.0,3.0,9.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,,1.0,7.0,4.0,,1.0,1.0,3.0,9.0,,,,5.47,,14.5,2.9,3.0,4.0,1.0,,7.0,,7.0,,,,,1.0,,,,,,,,,,3.53,1.53,5.06,,,,,,,,,,
1046766,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046766,Grif 9129,Capsicum annuum L.,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046771,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046771,Grif 9130,Capsicum annuum L.,7.0,9.0,3.0,9.0,1.0,1.0,1.0,1.0,2.0,0.0,5.0,6.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,5.0,,,,2.0,,,1.0,0.0,3.0,5.0,,3.0,,5.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046778,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046778,Grif 9131,Capsicum annuum L.,9.0,,2.0,1.0,5.0,1.0,,1.0,,0.0,,1.0,2.0,1.0,2.0,1.0,,5.0,1.0,1.0,,,5.0,,2.0,,6.75,,6.7,1.5,1.0,2.0,,,5.0,0.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046783,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046783,Grif 9132,Capsicum annuum L.,9.0,5.0,,,5.0,1.0,1.0,1.0,1.0,0.0,1.0,,4.0,1.0,2.0,1.0,,5.0,1.0,1.0,3.0,3.0,9.0,,,,,,,,,,1.0,,,0.0,,,,,,1.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,
1046790,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046790,Grif 9133,Capsicum annuum L.,6.0,7.0,3.0,5.0,,1.0,1.0,1.0,1.0,0.0,1.0,4.0,,1.0,2.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,9.0,,,,,,,,0.0,3.0,1.0,,9.0,0.0,,,,,,1.0,,,,,,,,3.0,4.0,125.5,66.8,192.3,,,,,,,,,,
1046794,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046794,PI 688676,Capsicum frutescens L.,,9.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,9.0,4.0,2.0,3.0,2.0,,3.0,2.0,1.0,1.0,1.0,0.0,5.0,,,,2.5,,,1.5,0.0,2.0,9.0,,9.0,,7.0,,,,,1.0,,,,,,,,3.0,4.0,,,,,,,,,,,,,
1046800,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046800,Grif 9135,Capsicum frutescens L.,,9.0,3.0,9.0,1.0,2.0,1.0,2.0,1.0,0.0,9.0,2.0,3.0,3.0,2.0,,5.0,2.0,1.0,1.0,1.0,0.0,7.0,,,1.0,2.0,,,2.0,3.0,2.0,9.0,,9.0,,7.0,,,,,1.0,,,,,,,,0.0,4.0,,,,,,,,,,,,,
1046805,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046805,Grif 9136,Capsicum annuum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046811,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046811,Grif 9137,Capsicum annuum L.,7.0,,3.0,,,1.0,1.0,1.0,,0.0,,,2.0,1.0,2.0,1.0,,5.0,1.0,1.0,9.0,,7.0,,,,,,,,,,7.0,,,0.0,,,,,,1.0,,,,,,,,3.0,4.0,,,,,,,,,,,,,
1046814,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046814,Grif 9138,Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill,,5.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,9.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,9.0,1.0,,1.0,0.9,,,0.9,3.0,2.0,9.0,,9.0,,9.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046821,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046821,Grif 9139,Capsicum annuum L.,8.0,9.0,3.0,,7.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,1.0,,5.0,1.0,1.0,7.0,1.0,,,,,,,,,,,5.0,,,0.0,,,,,,1.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,
1046824,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046824,Grif 9140,Capsicum frutescens L.,,9.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,7.0,1.0,2.0,5.0,2.0,,3.0,2.0,1.0,1.0,1.0,5.0,5.0,,,1.0,3.0,,,2.5,5.0,2.0,9.0,,9.0,,9.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046828,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046828,Grif 9141,Capsicum frutescens L.,9.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,9.0,4.0,2.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,9.0,1.0,,,1.5,,,1.0,1.0,2.0,9.0,,9.0,,9.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046834,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046834,Grif 9142,Capsicum spp.,,9.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,9.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,9.0,1.0,9.0,1.0,,,,,,,,2.0,9.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046843,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046843,Grif 9143,Capsicum annuum L.,9.0,5.0,3.0,5.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,7.0,7.0,9.0,,,,,,,,,3.0,1.0,,,0.0,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,
1046848,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046848,Grif 9144,Capsicum annuum L.,6.0,7.0,,,5.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,,9.0,5.0,9.0,,,,,,,,,,1.0,,,0.0,,,,,,1.0,,,,,,,,4.0,5.0,,,,,,,,,,,,,
1046857,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046857,Grif 9145,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,241.9,135.2,377.1,,,,,,,,,,
1046862,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046862,Grif 9146,Capsicum annuum L.,9.0,9.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,7.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,5.0,,,,12.0,,,2.0,3.0,2.0,9.0,,9.0,,3.0,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,
1046869,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046869,Grif 9147,Capsicum chinense Jacq.,9.0,7.0,3.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,,1.0,5.0,3.0,1.0,1.0,7.0,0.0,5.0,1.0,,1.0,7.0,1.0,8.8,3.0,0.0,3.0,1.0,8.0,5.0,1.0,7.0,,,1.0,1.0,1.0,,,0.1,,,,,,,,,,,,,,,,,,,
1046874,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046874,PI 660974,Capsicum frutescens L.,,9.0,3.0,1.0,9.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,0.0,5.0,,,,20.0,,,4.2,0.0,2.0,1.0,,9.0,,9.0,,,1.0,,1.0,,,,,,,,3.0,4.0,,,,,,,,,,,,,
1046880,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046880,PI 653680,Capsicum frutescens L.,,9.0,4.0,1.0,5.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,5.0,3.0,,3.0,6.0,1.0,1.0,1.0,3.0,5.0,,,,15.0,,,2.0,3.0,3.0,3.0,,5.0,,5.0,,,,,1.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,
1046884,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046884,Grif 9150,Capsicum frutescens L.,,9.0,4.0,1.0,5.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,5.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,7.0,1.0,,,,10.0,,,2.0,7.0,4.0,1.0,,9.0,,3.0,,1.0,1.0,,1.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,
1046894,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046894,Grif 9151,Capsicum annuum L.,9.0,,3.0,,,1.0,1.0,1.0,1.0,0.0,1.0,,2.0,1.0,2.0,1.0,3.0,1.0,1.0,,9.0,,9.0,,,,,,,,,,1.0,,,0.0,,,,,,1.0,,,,,,,,4.0,4.0,48.7,55.8,104.5,,,,,,,,,,
1046899,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046899,Grif 9152,Capsicum annuum L.,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,,,
1046908,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046908,PI 656271,Capsicum chinense Jacq.,9.0,7.0,,3.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,,3.0,2.0,1.0,1.0,3.0,0.0,9.0,,1.0,,5.0,1.0,3.7,1.5,1.0,3.0,1.0,8.0,7.0,0.0,3.0,,,,,1.0,,,0.2,,,,,,,,,,,,,,,,,,,
1046913,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046913,Grif 9154,Capsicum annuum L.,8.0,,3.0,,,1.0,1.0,1.0,1.0,0.0,,,,1.0,2.0,1.0,,5.0,1.0,,,9.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,4.0,4.0,,,,,,,,,,,,,
1046922,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046922,Grif 9155,Capsicum annuum L.,9.0,5.0,3.0,,5.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,9.0,9.0,9.0,,,,,,,,,,5.0,,,0.0,,,,,,1.0,,,,,,,,3.0,4.0,,,,,,,,,,,,,
