id,url,plant_id,latin_name,phytophthora root rot,determinate habit,dwarfism,plant habit,anthocyanin immature fruit,blossom end shape,calyx constriction,calyx margin,calyx shape,corolla spots,fasciculated,filament color,flowers per axil,fruit corkiness,fruit length,fruit neck constriction,fruit pods per node,fruit position,fruit shape,fruit weight,fruit width,immature fruit color,leaf pubescence,leaf texture,locule number,mature fruit color,node anthocyanin,pedicel position at anthesis,peduncle insertion,seed color,stem anthocyanin,stem color,stem number,stem pubescence,stigma exsertion,days to maturity,accession uniformity,commercial category,fruit persistance,fruit set,male sterility,pungency,plant height,plant width,anther color,corolla color,cotyledon color,peduncle length,wall thickness,meloidogyne hapla egg,meloidogyne hapla gall,degree of pungency,image,bacterial leaf spot,cucumber mosiac virus,tobacco etch virus,tobacco mosaic virus,verticillium wilt,verticillium wilt isolate (vdca59),verticillium wilt isolate (vdcf45),capsaicin content,dihydrocpasaicin content,total capsaicinoid content,error,core subset,percent dry weight,beet curly top virus,phytophthora,flower angle,curly top virus,flower habit,fruit color_phy,fruit diameter,fruit surface,immature color,spines,maturation,leaf surface,differential host sets,mosaic virus complex,alfalfa mosaic virus,anthracnose,alpha-linoleic acid (18:3alph),arachidic acid (20:0),behenic acid (22:0),gamma-linoleic acid (18:3gam),linoleic acid (18:2),myristic acid (14:0),oleic acid (18:1),palmitic acid (16:0),palmitoleic acid (16:1),seed oil percentage,stearic acid (18:0),seed shape,seed surface,photoperiod,root knot nematode,southern blight,growth habit,adult stem color,blade pigmentation,bract length in millimeters,branching index,flower color,inflorescence density,inflorescence shape,petiole pigmentation,sex type,terminal inflorescence,hundred seed weight,number of seeds per gram
1196512,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1196512,PI 257065,Capsicum frutescens L.,,,,9 - TALL OR UPRIGHT,0 - ABSENT,5 - BLUNT,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,2 - PURPLE,1,0 - NONE,5,0 - ABSENT,2.0,M - MIXED,4 - CONIC,4.7,3,2 - GREEN,,1 - SMOOTH,2,2 - RED,1 - PRESENT,9 - ERECT,1 - PROTRUDED,1 - STRAW,,1 - GREEN,9 - MULTIPLE,0 - GLABROUS,9 - EXSERTED,5 - MEDIUM,,,0 - SEPARATING CALYX (HAS Sp GENE),"2 - (1 = LOW,  9 = HIGH)",,1 - PRESENT,45,,4 - PURPLE,2 - GREEN WHITE,,5,,,,9 - VERY PUNGENT,PLANT - Image of plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336469,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336469,PI 441533,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",M - MIXED,M - MIXED,0 - ABSENT,"2 - (1 = SMOOTH, 9 = SERRATE)",M - MIXED,2 - YELLOW,0 - ABSENT,1 - WHITE,1,0 - NONE,4.5,0 - ABSENT,2.0,M - MIXED,M - MIXED,6,2.5,2 - GREEN,0 - GLABROUS,1 - SMOOTH,2,2 - RED,M - MIXED,9 - ERECT,M - MIXED,1 - STRAW,M - MIXED,1 - GREEN,M - MIXED,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",M - MIXED,,"3 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",MIX - MIXED,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,,,1 - YELLOW,1 - WHITE OR PALE YELLOW,1 - GREEN,3.5,0.2,,,5 - PUNGENT,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169505,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1169505,PI 201238,Capsicum annuum L.,"2 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",0 - ABSENT,0 - ABSENT,"5 - COMPACT, HEIGHT = WIDTH",0 - ABSENT,1 - POINTED,0 - ABSENT,M - MIXED,2 - SAUCER SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,8,0 - ABSENT,1.0,1 - PENDANT,1 - ELONGATE,,3,M - MIXED,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",1 - SMOOTH,2,3 - BROWN,1 - PRESENT,1 - PENDANT,M - MIXED,1 - STRAW,,1 - GREEN,1 - SINGLE,3 - SPARSE,9 - EXSERTED,8 - LATE,"5 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",PAP - PAPRIKA,,"4 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,75,,2 - YELLOW/BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,3,,6 - 36% to 50% visible egg masses present on root system,7 - 51% to 65% of root system galled,5 - PUNGENT,HARVESTED-FRUIT - Image of harvested fruit,,,,,9 - SUSCEPTIBLE,5 - 100% discoloration and the presence of foliar symptoms typical of Verticillium wilt,3 - 51 to 75% of the vascular tissue exhibiting discoloration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138545,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138545,PI 159231,Capsicum annuum L.,9 - Dead plants,,,,,,,,1 - CUP SHAPED,,,,,,5,,1.0,M - MIXED,1 - ELONGATE,,3,,,,,2 - RED,,,,,,,,,,8 - LATE,,CHL - CHILI,,"6 - (1 = LOW,  9 = HIGH)",,,50,,,,,,,5 - 26% to 35% visible egg masses present on root system,5 - 26% to 35% of root system galled,5 - PUNGENT,,,9 - SUSCEPTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136010,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1136010,PI 148629,Capsicum annuum L.,"1 - Slight root darkening, vigorous, healthy",,,,,,,,2 - SAUCER SHAPED,,,,,,9,,1.0,1 - PENDANT,1 - ELONGATE,,2,,,,,2 - RED,,,,,,,,,,1 - EARLY,,,,"4 - (1 = LOW,  9 = HIGH)",,,62,50,,,,,,5 - 26% to 35% visible egg masses present on root system,5 - 26% to 35% of root system galled,5 - PUNGENT,,,9 - SUSCEPTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552834,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1552834,PI 631141,Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill,9 - Dead plants,0 - ABSENT,0 - ABSENT,"5 - COMPACT, HEIGHT = WIDTH",1 - PRESENT,5 - BLUNT,0 - ABSENT,1 - SMOOTH,1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,0.75,0 - ABSENT,1.0,"4 - (1 = PENDANT, 9 = ERECT)",1 - ELONGATE,1,0.5,2 - GREEN,0 - GLABROUS,1 - SMOOTH,2,2 - RED,1 - PRESENT,"5 - (1 = PENDANT, 9 = ERECT)",1 - PROTRUDED,1 - STRAW,0 - ABSENT,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)","7 - (1 = INSERTED, 9 = EXSERTED)",8 - LATE,9 - HIGH (ALL UNIFORM),CHT - CHILTEPIN,0 - SEPARATING CALYX (HAS Sp GENE),"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,4,,,,,FRUIT-PLANT - Image of fruit on the plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334333,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334333,PI 439397,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,1 - POINTED,0 - ABSENT,9 - SERRATE,1 - CUP SHAPED,3 - GREEN YELLOW,0 - ABSENT,1 - WHITE,1,0 - NONE,9,0 - ABSENT,1,1 - PENDANT,1 - ELONGATE,8.4,2,3 - GREEN YELLOW,0 - GLABROUS,1 - SMOOTH,M,2 - RED,1 - PRESENT,"7 - (1 = PENDANT, 9 = ERECT)","3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,0 - ABSENT,1 - GREEN,9 - MULTIPLE,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",5 - SAME LEVEL,,9 - HIGH (ALL UNIFORM),CHL - CHILI,0 - SEPARATING CALYX (HAS Sp GENE),"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,,,1 - YELLOW,1 - WHITE OR PALE YELLOW,1 - GREEN,9,0.2,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572331,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572331,PI 640539,Capsicum annuum L.,"8 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336544,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336544,PI 441608,Capsicum chinense Jacq.,,,,,,,,,2 - SAUCER SHAPED,,,,,,1,,3.0,M - MIXED,3 - ROUND,,1,,,,,5 - ORANGE,,,,,,,,,,5 - MEDIUM,,MIX - MIXED,,"5 - (1 = LOW,  9 = HIGH)",,,65,55,,,,,,,,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573226,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573226,PI 640753,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196564,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1196564,PI 257124,Capsicum chinense Jacq.,,,,,,,,,1 - CUP SHAPED,,,,,,10,,3.0,1 - PENDANT,1 - ELONGATE,2.7,1,,,,,2 - RED,,,,,,,,,,8 - LATE,,CAY - CAYENNE,,"4 - (1 = LOW,  9 = HIGH)",,,40,40,,,,,,8 - 66% to 80% visible egg masses present on root system,8 - 66% to 80% of root system galled,9 - VERY PUNGENT,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,1045.33,315.09,1360.42,,,17.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046794,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046794,PI 688676,Capsicum frutescens L.,,0 - ABSENT,0 - ABSENT,9 - TALL OR UPRIGHT,0 - ABSENT,1 - POINTED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,2 - PURPLE,1,0 - NONE,2.5,0 - ABSENT,,9 - ERECT,4 - CONIC,,1.5,2 - GREEN,0 - GLABROUS,"3 - (1 = SMOOTH, 9 = CURLED)",2,2 - RED,0 - ABSENT,9 - ERECT,"3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,1 - GREEN,1 - SINGLE,0 - GLABROUS,5 - SAME LEVEL,,9 - HIGH (ALL UNIFORM),,,"7 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,,,3 - BLUE,2 - GREEN WHITE,1 - GREEN,2,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,3 - 51 to 75% of the vascular tissue exhibiting discoloration,4 - 76 to 100% discoloration in the absence of foliar symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046736,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046736,PI 656270,Capsicum annuum L.,"7 - Brown roots, large lesions on stems, girdling, whole plant wilted and stunted",1 - AT LEAST 75% OF FRUITS MATURE AT ONCE,0 - ABSENT,9 - TALL OR UPRIGHT,0 - ABSENT,1 - POINTED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,5,0 - ABSENT,,9 - ERECT,4 - CONIC,,4,1 - DARK GREEN,0 - GLABROUS,1 - SMOOTH,4,2 - RED,1 - PRESENT,9 - ERECT,5 - FLAT,1 - STRAW,,1 - GREEN,1 - SINGLE,0 - GLABROUS,9 - EXSERTED,,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",,,"3 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,5,,,,,,,,,,,4 - 76 to 100% discoloration in the absence of foliar symptoms,5 - 100% discoloration and the presence of foliar symptoms typical of Verticillium wilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906263,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1906263,PI 666557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277380,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1277380,PI 370365,Capsicum annuum L.,9 - Dead plants,,,,,,,,2 - SAUCER SHAPED,,,,,,2,,1.0,9 - ERECT,3 - ROUND,,2,,,,,2 - RED,,,,,,,,,,5 - MEDIUM,,ORN - ORNAMENTAL,,"5 - (1 = LOW,  9 = HIGH)",,,60,50,,,,,,,,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138563,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138563,PI 159251,Capsicum annuum L.,9 - Dead plants,1 - AT LEAST 75% OF FRUITS MATURE AT ONCE,0 - ABSENT,9 - TALL OR UPRIGHT,0 - ABSENT,1 - POINTED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,5,0 - ABSENT,1.0,1 - PENDANT,2 - OBLATE,2,7,2 - GREEN,0 - GLABROUS,"3 - (1 = SMOOTH, 9 = CURLED)",2,2 - RED,0 - ABSENT,"5 - (1 = PENDANT, 9 = ERECT)","3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,,"3 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,9 - EXSERTED,5 - MEDIUM,"5 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",MIX - MIXED,,"4 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,18,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,6,,6 - 36% to 50% visible egg masses present on root system,6 - 36% to 50% of root system galled,5 - PUNGENT,,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,,,9 - SUSCEPTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138581,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138581,PI 159269,Capsicum annuum L.,"8 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",0 - ABSENT,0 - ABSENT,9 - TALL OR UPRIGHT,0 - ABSENT,1 - POINTED,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,7,0 - ABSENT,1.0,1 - PENDANT,1 - ELONGATE,,2,2 - GREEN,0 - GLABROUS,1 - SMOOTH,M,2 - RED,0 - ABSENT,"5 - (1 = PENDANT, 9 = ERECT)","3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,,"3 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,5 - SAME LEVEL,5 - MEDIUM,"5 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",MIX - MIXED,,"4 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,43,35,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,3,,6 - 36% to 50% visible egg masses present on root system,6 - 36% to 50% of root system galled,5 - PUNGENT,,,9 - SUSCEPTIBLE,,,9 - SUSCEPTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334304,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334304,PI 439368,Capsicum baccatum L.,,1 - AT LEAST 75% OF FRUITS MATURE AT ONCE,,"5 - COMPACT, HEIGHT = WIDTH",1 - PRESENT,9 - SUNKEN,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,2 - YELLOW,0 - ABSENT,1 - WHITE,1,0 - NONE,2,0 - ABSENT,1,9 - ERECT,2 - OBLATE,0.5,4,3 - GREEN YELLOW,0 - GLABROUS,1 - SMOOTH,3,2 - RED,1 - PRESENT,9 - ERECT,5 - FLAT,1 - STRAW,1 - PRESENT,1 - GREEN,"7 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)",5 - SAME LEVEL,,9 - HIGH (ALL UNIFORM),ORN - ORNAMENTAL,0 - SEPARATING CALYX (HAS Sp GENE),"7 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,,,1 - YELLOW,1 - WHITE OR PALE YELLOW,1 - GREEN,3.5,0.3,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196549,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1196549,PI 257105,Capsicum chinense Jacq.,,,,,,,,,2 - SAUCER SHAPED,,,,,,13,,3.0,1 - PENDANT,1 - ELONGATE,,3,,,,,2 - RED,,,,,,,,,,8 - LATE,,MIX - MIXED,,"3 - (1 = LOW,  9 = HIGH)",,,50,75,,,,,,6 - 36% to 50% visible egg masses present on root system,6 - 36% to 50% of root system galled,5 - PUNGENT,PLANT - Image of plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572935,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572935,PI 640738,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,7.51,,,,,60.3,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573614,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573614,PI 640870,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142061,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142061,PI 164962,Capsicum annuum L.,9 - Dead plants,0 - ABSENT,0 - ABSENT,9 - TALL OR UPRIGHT,0 - ABSENT,1 - POINTED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,7,0 - ABSENT,1.0,M - MIXED,1 - ELONGATE,,1,2 - GREEN,0 - GLABROUS,1 - SMOOTH,3,2 - RED,0 - ABSENT,1 - PENDANT,"3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,,"3 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,9 - EXSERTED,5 - MEDIUM,"5 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",CAY - CAYENNE,,"6 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,45,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,4,,7 - 51% to 65% visible egg masses present on root system,7 - 51% to 65% of root system galled,5 - PUNGENT,,,,,,9 - SUSCEPTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633333,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1633333,PI 639129,Capsicum baccatum L. var. baccatum,,0 - ABSENT,0 - ABSENT,"3 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",1 - PRESENT,5 - BLUNT,0 - ABSENT,"8 - (1 = SMOOTH, 9 = SERRATE)",1 - CUP SHAPED,2 - YELLOW,0 - ABSENT,1 - WHITE,1,0 - NONE,0.75,0 - ABSENT,1,9 - ERECT,1 - ELONGATE,0.1,0.5,1 - DARK GREEN,"7 - (0 = GLABROUS, 9 = EXCESSIVE)",1 - SMOOTH,2,2 - RED,1 - PRESENT,9 - ERECT,"2 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,1 - PRESENT,1 - GREEN,"2 - (1 = SINGLE, 9 = MULTIPLE)","2 - (0 = GLABROUS, 9 = EXCESSIVE)",5 - SAME LEVEL,8 - LATE,9 - HIGH (ALL UNIFORM),CHT - CHILTEPIN,0 - SEPARATING CALYX (HAS Sp GENE),1 - LOW,0 - ABSENT,1 - PRESENT,,,1 - YELLOW,1 - WHITE OR PALE YELLOW,1 - GREEN,2,0.1,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572332,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572332,PI 640540,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196588,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1196588,PI 257150,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,"7 - (1 = POINTED, 9 = SUNKEN)",0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,5,0 - ABSENT,1.0,1 - PENDANT,4 - CONIC,4.6,3,2 - GREEN,0 - GLABROUS,1 - SMOOTH,3,5 - ORANGE,0 - ABSENT,"7 - (1 = PENDANT, 9 = ERECT)","3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,0 - ABSENT,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",3 - SPARSE,5 - SAME LEVEL,5 - MEDIUM,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",ORN - ORNAMENTAL,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"3 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,60,,1 - YELLOW,1 - WHITE OR PALE YELLOW,1 - GREEN,9,0.1,,,5 - PUNGENT,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365181,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1365181,PI 470245,Capsicum spp.,,,,,,,,,1 - CUP SHAPED,,,,,,12,,1.0,1 - PENDANT,1 - ELONGATE,,2,,,,,2 - RED,,,,,,,,,,5 - MEDIUM,,CHL - CHILI,,9 - HIGH,,,60,70,,,,,,9 - 81% to 100% visible egg masses present on root system,9 - 81% to 100% of root system galled,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047625,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047625,Grif 9277,Capsicum annuum L.,9 - Dead plants,0 - ABSENT,0 - ABSENT,9 - TALL OR UPRIGHT,0 - ABSENT,1 - POINTED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,2 - PURPLE,2,0 - NONE,6.19,1 - PRESENT,,1 - PENDANT,1 - ELONGATE,3.2,1.16,2 - GREEN,"7 - (0 = GLABROUS, 9 = EXCESSIVE)","7 - (1 = SMOOTH, 9 = CURLED)",3,2 - RED,1 - PRESENT,"7 - (1 = PENDANT, 9 = ERECT)","3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,1 - GREEN,1 - SINGLE,5 - INTERMEDIATE,5 - SAME LEVEL,,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",,,9 - HIGH,0 - ABSENT,1 - PRESENT,,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,2,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,435.8,181.2,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034646,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1034646,PI 635787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047410,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047410,Grif 9239,Capsicum chinense Jacq.,,,,,,,,,,,,,,,,,,,,,,,,,,2 - RED,,,,,,,,,,,,,,,,,,,,,,,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573598,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573598,PI 656300,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,8.15,,,,,23.6,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
