id,url,plant_id,latin_name,phytophthora root rot,determinate habit,plant habit,anther color,anthocyanin immature fruit,blossom end shape,calyx constriction,calyx margin,corolla color,corolla spots,cotyledon color,fasciculated,filament color,flowers per axil,fruit corkiness,fruit neck constriction,fruit position,fruit shape,immature fruit color,leaf texture,mature fruit color,node anthocyanin,peduncle insertion,peduncle length,seed color,stem color,stem number,stem pubescence,stigma exsertion,pungency,dwarfism,calyx shape,fruit length,fruit pods per node,fruit weight,fruit width,leaf pubescence,locule number,pedicel position at anthesis,stem anthocyanin,days to maturity,accession uniformity,commercial category,fruit persistance,fruit set,male sterility,core subset,image,error,plant height,plant width,wall thickness,degree of pungency,meloidogyne hapla egg,meloidogyne hapla gall,verticillium wilt isolate (vdca59),verticillium wilt isolate (vdcf45),capsaicin content,dihydrocpasaicin content,total capsaicinoid content,flower angle,percent dry weight,beet curly top virus,alfalfa mosaic virus,bacterial leaf spot,cucumber mosiac virus,phytophthora,verticillium wilt
1047027,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047027,Grif 9173,Capsicum annuum L.,9 - Dead plants,0 - ABSENT,9 - TALL OR UPRIGHT,3 - BLUE,0 - ABSENT,1 - POINTED,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,4 - CONIC,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,5 - FLAT,4,1 - STRAW,1 - GREEN,1 - SINGLE,9 - EXCESSIVE,9 - EXSERTED,1 - PRESENT,0 - ABSENT,,7,,,2.5,3 - SPARSE,2,"5 - (1 = PENDANT, 9 = ERECT)",,,9 - HIGH (ALL UNIFORM),,,9 - HIGH,0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,4 - 76 to 100% discoloration in the absence of foliar symptoms,5 - 100% discoloration and the presence of foliar symptoms typical of Verticillium wilt,182.4,210.8,393.1,,,,,,,,
1047030,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047030,Grif 9174,Capsicum annuum L.,9 - Dead plants,0 - ABSENT,9 - TALL OR UPRIGHT,2 - YELLOW/BLUE,0 - ABSENT,5 - BLUNT,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,6 - BELL,2 - GREEN,1 - SMOOTH,1 - GREEN,0 - ABSENT,"7 - (1 = PROTRUDED, 9 = INSERTED)",4,1 - STRAW,1 - GREEN,1 - SINGLE,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",5 - SAME LEVEL,0 - ABSENT,0 - ABSENT,,7,,,4,0 - GLABROUS,3,1 - PENDANT,,,9 - HIGH (ALL UNIFORM),,,9 - HIGH,0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,3 - 51 to 75% of the vascular tissue exhibiting discoloration,4 - 76 to 100% discoloration in the absence of foliar symptoms,0,0,0,,,,,,,,
1047036,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047036,Grif 9175,Capsicum annuum L.,9 - Dead plants,0 - ABSENT,9 - TALL OR UPRIGHT,4 - PURPLE,0 - ABSENT,1 - POINTED,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,4 - CONIC,2 - GREEN,"3 - (1 = SMOOTH, 9 = CURLED)",2 - RED,1 - PRESENT,5 - FLAT,5,1 - STRAW,1 - GREEN,1 - SINGLE,9 - EXCESSIVE,9 - EXSERTED,1 - PRESENT,0 - ABSENT,,4,,,2,5 - INTERMEDIATE,3,1 - PENDANT,,,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",,,9 - HIGH,0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,2 - 26 to 50% of the vascular tissue exhibiting discoloration,4 - 76 to 100% discoloration in the absence of foliar symptoms,,,,,,,,,,,
1047039,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047039,Grif 9176,Capsicum annuum L.,9 - Dead plants,,"5 - COMPACT, HEIGHT = WIDTH",3 - BLUE,0 - ABSENT,M - MIXED,0 - ABSENT,M - MIXED,1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,M - MIXED,M - MIXED,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",5,1 - STRAW,1 - GREEN,"7 - (1 = SINGLE, 9 = MULTIPLE)",3 - SPARSE,9 - EXSERTED,1 - PRESENT,,,,,,,,M,"7 - (1 = PENDANT, 9 = ERECT)",,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,3 - 51 to 75% of the vascular tissue exhibiting discoloration,5 - 100% discoloration and the presence of foliar symptoms typical of Verticillium wilt,,,,,,,,,,,
1047044,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047044,Grif 9177,Capsicum annuum L.,9 - Dead plants,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",3 - BLUE,0 - ABSENT,M - MIXED,0 - ABSENT,M - MIXED,1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,M - MIXED,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,M - MIXED,5,1 - STRAW,1 - GREEN,9 - MULTIPLE,9 - EXCESSIVE,9 - EXSERTED,1 - PRESENT,,,,,,,,M,"5 - (1 = PENDANT, 9 = ERECT)",,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,4 - 76 to 100% discoloration in the absence of foliar symptoms,5 - 100% discoloration and the presence of foliar symptoms typical of Verticillium wilt,,,,,,,,,,,
1047047,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047047,Grif 9178,Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,4 - 76 to 100% discoloration in the absence of foliar symptoms,5 - 100% discoloration and the presence of foliar symptoms typical of Verticillium wilt,,,,,,,,,,,
1047056,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047056,Grif 9179,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,101.2,75,176.3,,,,,,,,
1047059,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047059,Grif 9180,Capsicum annuum L.,9 - Dead plants,,"3 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",M - MIXED,0 - ABSENT,1 - POINTED,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,1 - PROTRUDED,5,1 - STRAW,1 - GREEN,"3 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,M - MIXED,1 - PRESENT,,,,,,,,2,1 - PENDANT,,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,28.5,0,28.5,,,,,,,,
1047067,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047067,PI 645485,Capsicum chinense Jacq.,9 - Dead plants,,,,,,,,,,1 - GREEN,,1 - WHITE,1,,,,,4 - YELLOW,,2 - RED,,,,,,,,,,,,5.31,,7.3,2.34,,,,,,,,,,,,FRUIT-PLANT - Image of fruit on the plant,,,,,,,,,,,,,,,,,,,,
1047070,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047070,Grif 9182,Capsicum chinense Jacq.,,0 - ABSENT,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",3 - BLUE,0 - ABSENT,1 - POINTED,1 - PRESENT,"3 - (1 = SMOOTH, 9 = SERRATE)",2 - GREEN WHITE,0 - ABSENT,1 - GREEN,1 - PRESENT,2 - PURPLE,1,"2 - (0 = NONE, 9 = HIGH)",0 - ABSENT,1 - PENDANT,4 - CONIC,3 - GREEN YELLOW,"7 - (1 = SMOOTH, 9 = CURLED)",2 - RED,1 - PRESENT,1 - PROTRUDED,5,1 - STRAW,1 - GREEN,"2 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,9 - EXSERTED,0 - ABSENT,0 - ABSENT,2 - SAUCER SHAPED,8,1,11.5,2.5,0 - GLABROUS,4,1 - PENDANT,0 - ABSENT,8 - LATE,9 - HIGH (ALL UNIFORM),CHL - CHILI,0 - SEPARATING CALYX (HAS Sp GENE),"7 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.3,,,,,,,,,,,,,,,,
1047078,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047078,PI 656275,Capsicum annuum L.,,0 - ABSENT,9 - TALL OR UPRIGHT,3 - BLUE,0 - ABSENT,"3 - (1 = POINTED, 9 = SUNKEN)",0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,2,0 - NONE,0 - ABSENT,5 - MEDIUM,4 - CONIC,M - MIXED,1 - SMOOTH,2 - RED,0 - ABSENT,"4 - (1 = PROTRUDED, 9 = INSERTED)",4,1 - STRAW,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",5 - INTERMEDIATE,9 - EXSERTED,1 - PRESENT,0 - ABSENT,2 - SAUCER SHAPED,4.5,,4.9,2.5,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",3,1 - PENDANT,0 - ABSENT,,"3 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",PIM - PIMIENTO,0 - SEPARATING CALYX (HAS Sp GENE),"3 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,FRUIT-PLANT - Image of fruit on the plant,,,,,,,,,,,,,,,,,,,,
1047081,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047081,Grif 9184,Capsicum annuum L.,9 - Dead plants,,9 - TALL OR UPRIGHT,3 - BLUE,0 - ABSENT,1 - POINTED,0 - ABSENT,9 - SERRATE,1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,1 - DARK GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",5,1 - STRAW,M - MIXED,9 - MULTIPLE,9 - EXCESSIVE,9 - EXSERTED,1 - PRESENT,,,,,,,,M,1 - PENDANT,,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,
1047090,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047090,Grif 9185,Capsicum annuum L.,9 - Dead plants,,9 - TALL OR UPRIGHT,3 - BLUE,0 - ABSENT,M - MIXED,0 - ABSENT,9 - SERRATE,1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,M - MIXED,1 - PENDANT,1 - ELONGATE,M - MIXED,1 - SMOOTH,2 - RED,1 - PRESENT,5 - FLAT,5,1 - STRAW,1 - GREEN,"3 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)",M - MIXED,1 - PRESENT,,,,,,,,M,M - MIXED,,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,99.1,34.5,133.6,,,,,,,,
1047093,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047093,Grif 9186,Capsicum annuum L.,"8 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,9 - TALL OR UPRIGHT,3 - BLUE,0 - ABSENT,M - MIXED,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,M - MIXED,1 - DARK GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",5,1 - STRAW,1 - GREEN,"3 - (1 = SINGLE, 9 = MULTIPLE)",M - MIXED,9 - EXSERTED,1 - PRESENT,,,,,,,,M,M - MIXED,,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,,,,,,,,,,,148.3,100.5,248.8,,,,,,,,
1047101,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047101,PI 593562,Capsicum annuum L.,"4 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,,3 - BLUE,1 - PRESENT,1 - POINTED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,,0 - ABSENT,1 - WHITE,,0 - NONE,0 - ABSENT,1 - PENDANT,2 - OBLATE,1 - DARK GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,,5,1 - STRAW,1 - GREEN,,3 - SPARSE,9 - EXSERTED,1 - PRESENT,0 - ABSENT,1 - CUP SHAPED,9,,11,2,0 - GLABROUS,2,,0 - ABSENT,,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",CHL - CHILI,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),,,"Y - YES, ACCESSION IS PART OF THE CORE",PLANT - Image of plant,,,,,,,,,,,,,,,,,,,,
1047104,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047104,Grif 9188,Capsicum chinense Jacq.,9 - Dead plants,0 - ABSENT,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",3 - BLUE,0 - ABSENT,1 - POINTED,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,1,0 - NONE,0 - ABSENT,1 - PENDANT,4 - CONIC,3 - GREEN YELLOW,"5 - (1 = SMOOTH, 9 = CURLED)",2 - RED,1 - PRESENT,5 - FLAT,3,1 - STRAW,1 - GREEN,"2 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,"7 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,0 - ABSENT,1 - CUP SHAPED,5,1,4.5,1.5,0 - GLABROUS,3,"5 - (1 = PENDANT, 9 = ERECT)",0 - ABSENT,5 - MEDIUM,9 - HIGH (ALL UNIFORM),CHL - CHILI,0 - SEPARATING CALYX (HAS Sp GENE),"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.2,,,,,,,,,,,,,,,,
1047115,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047115,PI 656276,Capsicum annuum L.,9 - Dead plants,0 - ABSENT,9 - TALL OR UPRIGHT,4 - PURPLE,0 - ABSENT,1 - POINTED,1 - PRESENT,"5 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,"3 - (1 = SMOOTH, 9 = CURLED)",2 - RED,1 - PRESENT,5 - FLAT,3,1 - STRAW,1 - GREEN,1 - SINGLE,"1 - (0 = GLABROUS, 9 = EXCESSIVE)","7 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,0 - ABSENT,,2,,,1,3 - SPARSE,3,1 - PENDANT,,,9 - HIGH (ALL UNIFORM),,,"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,,,,,,,,,,,,,,,,,,,,,
1047122,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047122,PI 660973,Capsicum chinense Jacq.,,0 - ABSENT,9 - TALL OR UPRIGHT,3 - BLUE,0 - ABSENT,1 - POINTED,0 - ABSENT,1 - SMOOTH,2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,,5 - MEDIUM,4 - CONIC,2 - GREEN,"5 - (1 = SMOOTH, 9 = CURLED)",2 - RED,1 - PRESENT,5 - FLAT,7,1 - STRAW,1 - GREEN,1 - SINGLE,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",5 - SAME LEVEL,1 - PRESENT,0 - ABSENT,,4.65,,11.2,3.1,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",2,9 - ERECT,1 - PRESENT,,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",,,9 - HIGH,0 - ABSENT,,FRUIT-PLANT - Image of fruit on the plant,,,,,,,,,,4.85,1.47,6.32,,,,,,,,
1047125,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047125,PI 645486,Capsicum annuum L.,9 - Dead plants,0 - ABSENT,9 - TALL OR UPRIGHT,4 - PURPLE,0 - ABSENT,1 - POINTED,1 - PRESENT,"5 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,3,,0 - ABSENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,"5 - (1 = SMOOTH, 9 = CURLED)",2 - RED,1 - PRESENT,5 - FLAT,4,1 - STRAW,1 - GREEN,1 - SINGLE,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",5 - SAME LEVEL,0 - ABSENT,0 - ABSENT,,7.28,,7.8,2.81,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",2,"5 - (1 = PENDANT, 9 = ERECT)",,,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",,,"3 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,FRUIT-PLANT - Image of fruit on the plant,,,,,,,,,,,,,,,,,,,,
1047133,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047133,Grif 9193,Capsicum chinense Jacq.,,0 - ABSENT,9 - TALL OR UPRIGHT,3 - BLUE,0 - ABSENT,M - MIXED,1 - PRESENT,"3 - (1 = SMOOTH, 9 = SERRATE)",2 - GREEN WHITE,0 - ABSENT,1 - GREEN,1 - PRESENT,1 - WHITE,1,0 - NONE,1 - PRESENT,1 - PENDANT,5 - CAMPANULATE,2 - GREEN,1 - SMOOTH,2 - RED,0 - ABSENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",3,1 - STRAW,1 - GREEN,"3 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,5 - SAME LEVEL,1 - PRESENT,0 - ABSENT,1 - CUP SHAPED,3.53,1,4.2,1.91,0 - GLABROUS,2,"7 - (1 = PENDANT, 9 = ERECT)",0 - ABSENT,5 - MEDIUM,9 - HIGH (ALL UNIFORM),PAP - PAPRIKA,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"7 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.2,,,,,,3.67,1.39,5.07,,,,,,,,
1047136,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047136,Grif 9194,Capsicum frutescens L.,9 - Dead plants,0 - ABSENT,9 - TALL OR UPRIGHT,3 - BLUE,0 - ABSENT,"3 - (1 = POINTED, 9 = SUNKEN)",0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,1,0 - NONE,0 - ABSENT,1 - PENDANT,4 - CONIC,2 - GREEN,"5 - (1 = SMOOTH, 9 = CURLED)",2 - RED,0 - ABSENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",3,1 - STRAW,1 - GREEN,1 - SINGLE,0 - GLABROUS,1 - INSERTED,1 - PRESENT,0 - ABSENT,,4,,,1.5,0 - GLABROUS,2,9 - ERECT,,,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",,,"3 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,
1047143,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047143,Grif 9195,Capsicum annuum L.,9 - Dead plants,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",M - MIXED,0 - ABSENT,9 - SUNKEN,0 - ABSENT,M - MIXED,1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,4 - CONIC,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,M - MIXED,5,1 - STRAW,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",M - MIXED,9 - EXSERTED,1 - PRESENT,,,,,,,,M,"5 - (1 = PENDANT, 9 = ERECT)",,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,47.7,0,47.7,,,,,,,,
1047146,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047146,Grif 9196,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,"3 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",1 - YELLOW,0 - ABSENT,9 - SUNKEN,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,3 - GREEN YELLOW,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,2 - OBLATE,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",9,1 - STRAW,1 - GREEN,9 - MULTIPLE,0 - GLABROUS,5 - SAME LEVEL,1 - PRESENT,,1 - CUP SHAPED,6,1,2.5,1.5,0 - GLABROUS,M,M - MIXED,0 - ABSENT,,9 - HIGH (ALL UNIFORM),CHL - CHILI,0 - SEPARATING CALYX (HAS Sp GENE),"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.1,,,,,,,,,,,,,,,,
1047152,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047152,Grif 9197,Capsicum frutescens L.,,0 - ABSENT,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",3 - BLUE,1 - PRESENT,"3 - (1 = POINTED, 9 = SUNKEN)",0 - ABSENT,1 - SMOOTH,2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,1,0 - NONE,0 - ABSENT,9 - ERECT,4 - CONIC,3 - GREEN YELLOW,1 - SMOOTH,2 - RED,0 - ABSENT,1 - PROTRUDED,3,1 - STRAW,1 - GREEN,9 - MULTIPLE,0 - GLABROUS,"7 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,,1 - CUP SHAPED,3,1,1.2,1,0 - GLABROUS,3,9 - ERECT,0 - ABSENT,,9 - HIGH (ALL UNIFORM),TAB - TABASCO,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"7 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.1,,,,,,,,,,,,,,,,
1047155,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047155,Grif 9198,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",1 - YELLOW,0 - ABSENT,1 - POINTED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,2 - YELLOW,1 - GREEN,1 - PRESENT,1 - WHITE,1,0 - NONE,1 - PRESENT,1 - PENDANT,1 - ELONGATE,3 - GREEN YELLOW,1 - SMOOTH,2 - RED,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",7,1 - STRAW,1 - GREEN,"3 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)","3 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,,1 - CUP SHAPED,12,1,11.5,2.5,0 - GLABROUS,4,9 - ERECT,1 - PRESENT,8 - LATE,9 - HIGH (ALL UNIFORM),CHL - CHILI,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.2,,,,,,,,,,,,,,,,
1047164,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047164,Grif 9199,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,9 - TALL OR UPRIGHT,2 - YELLOW/BLUE,0 - ABSENT,1 - POINTED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,2 - YELLOW,1 - GREEN,0 - ABSENT,2 - PURPLE,1,0 - NONE,1 - PRESENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,"7 - (1 = SMOOTH, 9 = CURLED)",5 - ORANGE,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",3,1 - STRAW,2 - PURPLE,1 - SINGLE,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",5 - SAME LEVEL,1 - PRESENT,0 - ABSENT,1 - CUP SHAPED,7.5,1,16.1,2.5,5 - INTERMEDIATE,4,9 - ERECT,1 - PRESENT,,9 - HIGH (ALL UNIFORM),CAY - CAYENNE,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.3,,,,,,,,,,,,,,,,
